model,target,RMSE,MAE,R2
TimeVaryingSIR,active_infected,0.005635788514349135,0.0031148451705803382,0.9999999999998649
TimeVaryingSIR,removed,0.010057692367767861,0.006412948544069271,0.9999999999998874
TimeVaryingSIR,confirmed,0.006002937605819809,0.0039394926623370135,0.9999999999999304
